Date,全體等權,官方分類:公用,官方分類:地產,官方分類:工商,官方分類:金融,行業:公用,行業:原材料,行業:地產,行業:工業,行業:必需消費,行業:科技,行業:能源,行業:通訊/互聯網,行業:醫療,行業:金融,行業:非必需消費,風格:低波,風格:動量,風格:大市值,風格:高息,2800.HK
2014-08-13,1.357713,1.559797,1.489129,1.285332,1.270961,1.559797,0.462513,1.459413,1.467115,0.953169,0.454012,1.257076,2.216485,,1.270961,0.372366,1.411109,1.160764,1.151679,1.649754,1.296047
2014-08-14,1.350336,1.563897,1.472496,1.277956,1.265744,1.563897,0.462513,1.444974,1.454545,0.950960,0.454012,1.240119,2.208460,,1.265744,0.376512,1.413270,1.152012,1.143581,1.640692,1.290994
2014-08-15,1.352521,1.569395,1.468453,1.280664,1.269166,1.569395,0.462513,1.443071,1.456158,0.949000,0.454012,1.238805,2.245336,,1.269166,0.375311,1.424806,1.154433,1.145115,1.646655,1.298574
2014-08-18,1.353328,1.569203,1.457677,1.285962,1.267679,1.569203,0.462513,1.432979,1.462988,0.947632,0.454012,1.242899,2.288165,,1.267679,0.374334,1.430190,1.150850,1.147844,1.640536,1.298574
2014-08-19,1.365767,1.595340,1.492921,1.293829,1.271592,1.595340,0.462513,1.464660,1.466468,0.950536,0.454012,1.252731,2.290872,,1.271592,0.384618,1.442811,1.167095,1.155235,1.653791,1.306153
2014-08-20,1.372009,1.627020,1.519533,1.291666,1.275484,1.627020,0.462513,1.492989,1.473189,0.945717,0.454012,1.238671,2.283078,,1.275484,0.382268,1.459081,1.171819,1.156940,1.659487,1.308679
2014-08-21,1.363980,1.631523,1.514833,1.283141,1.263690,1.631523,0.462513,1.488508,1.464447,0.929691,0.454012,1.234464,2.279499,,1.263690,0.380006,1.452974,1.168300,1.152041,1.646996,1.303626
2014-08-22,1.367720,1.639662,1.520121,1.282672,1.273376,1.639662,0.462513,1.496474,1.463014,0.915363,0.454012,1.245413,2.283188,,1.273376,0.378651,1.461566,1.166957,1.157598,1.656441,1.306153
2014-08-25,1.367724,1.632601,1.528937,1.278573,1.278823,1.632601,0.462513,1.502338,1.463723,0.902289,0.454012,1.252250,2.265187,,1.278823,0.376549,1.466084,1.169373,1.161910,1.661054,1.311206
2014-08-26,1.361293,1.630515,1.523846,1.271045,1.273134,1.630515,0.462513,1.497937,1.450482,0.894260,0.454012,1.253573,2.254523,,1.273134,0.372473,1.459197,1.161569,1.157616,1.654175,1.308679
2014-08-27,1.354378,1.624771,1.523903,1.264012,1.262954,1.624771,0.462513,1.497284,1.440605,0.886558,0.454012,1.248591,2.259491,,1.262954,0.368262,1.451633,1.155888,1.151778,1.643047,1.298574
2014-08-28,1.341367,1.607303,1.504025,1.253167,1.251516,1.607303,0.462513,1.481597,1.421174,0.873675,0.454012,1.238827,2.271803,,1.251516,0.364405,1.445653,1.139872,1.142533,1.627844,1.290994
2014-08-29,1.339350,1.586059,1.492429,1.256276,1.249934,1.586059,0.462513,1.473439,1.421266,0.869648,0.454012,1.250723,2.299285,,1.249934,0.360458,1.441145,1.139722,1.142953,1.622505,1.290994
2014-09-01,1.338911,1.609245,1.491798,1.254092,1.246334,1.609245,0.462513,1.469283,1.420089,0.880058,0.454012,1.256054,2.283003,,1.246334,0.349501,1.450756,1.129559,1.145289,1.612545,1.288468
2014-09-02,1.344658,1.620031,1.500877,1.261183,1.245772,1.620031,0.462513,1.481351,1.426478,0.879538,0.454012,1.259205,2.325234,,1.245772,0.350223,1.451462,1.132959,1.147332,1.612812,1.290994
2014-09-03,1.372782,1.650584,1.546390,1.279686,1.280858,1.650584,0.462513,1.524677,1.445973,0.885541,0.454012,1.294447,2.356962,,1.280858,0.349734,1.474462,1.157340,1.174905,1.654447,1.321311
2014-09-04,1.374371,1.644657,1.542859,1.282189,1.285311,1.644657,0.462513,1.525711,1.450614,0.881649,0.454012,1.293432,2.367078,,1.285311,0.351094,1.475236,1.163199,1.172909,1.656550,1.318785
2014-09-05,1.369762,1.637649,1.531848,1.277677,1.284946,1.637649,0.462513,1.521083,1.442602,0.878083,0.454012,1.289803,2.359151,,1.284946,0.346847,1.473537,1.152964,1.171834,1.659673,1.316259
2014-09-08,1.369610,1.627801,1.539538,1.276681,1.285084,1.627801,0.462513,1.530409,1.436757,0.878690,0.454012,1.295187,2.353170,,1.285084,0.343598,1.466895,1.149303,1.172181,1.660647,1.313732
2014-09-10,1.344891,1.607343,1.504372,1.253018,1.264502,1.607343,0.462513,1.496500,1.425736,0.869335,0.454012,1.255768,2.281575,,1.264502,0.334894,1.455466,1.121615,1.152248,1.626298,1.290994
2014-09-11,1.341617,1.598438,1.507496,1.248468,1.262246,1.598438,0.462513,1.500338,1.426981,0.860100,0.454012,1.238007,2.305288,,1.262246,0.333230,1.453134,1.118593,1.143247,1.625285,1.290994
2014-09-12,1.337471,1.604657,1.502701,1.242176,1.260135,1.604657,0.462513,1.493794,1.412776,0.860254,0.454012,1.226741,2.316687,,1.260135,0.333460,1.447810,1.115294,1.137521,1.620668,1.285942
2014-09-15,1.323458,1.580210,1.494042,1.228024,1.247640,1.580210,0.462513,1.486564,1.401571,0.851393,0.454012,1.203825,2.305148,,1.247640,0.325589,1.438038,1.092688,1.123000,1.609905,1.275836
2014-09-16,1.314337,1.575834,1.486002,1.216771,1.241643,1.575834,0.462513,1.477465,1.410943,0.848316,0.454012,1.192192,2.226236,,1.241643,0.313927,1.441388,1.075818,1.120350,1.596869,1.265730
2014-09-17,1.325267,1.594361,1.493559,1.224452,1.257940,1.594361,0.462513,1.487065,1.421520,0.845879,0.454012,1.218516,2.252413,,1.257940,0.303858,1.451152,1.079952,1.135324,1.609146,1.278362
2014-09-18,1.312254,1.574971,1.471163,1.213685,1.248223,1.574971,0.462513,1.466693,1.406135,0.837484,0.454012,1.203528,2.224523,,1.248223,0.307697,1.441189,1.072414,1.125737,1.600041,1.265730
2014-09-19,1.311959,1.557775,1.465154,1.214221,1.254196,1.557775,0.462513,1.456445,1.405980,0.832627,0.454012,1.197973,2.237894,,1.254196,0.317860,1.437777,1.084037,1.123030,1.605832,1.273310
2014-09-22,1.295182,1.549378,1.436459,1.201383,1.234657,1.549378,0.462513,1.429252,1.398359,0.833336,0.454012,1.176712,2.178658,,1.234657,0.315051,1.429264,1.064167,1.108401,1.586488,1.253098
2014-09-23,1.290310,1.546308,1.438137,1.193516,1.232217,1.546308,0.462513,1.430363,1.390858,0.831584,0.454012,1.169084,2.172502,,1.232217,0.306348,1.430124,1.056896,1.105470,1.575819,1.250572
2014-09-24,1.298916,1.569845,1.435818,1.202827,1.240312,1.569845,0.462513,1.426583,1.394376,0.848094,0.454012,1.196708,2.170890,,1.240312,0.301515,1.437469,1.056223,1.121389,1.582879,1.253098
2014-09-25,1.291239,1.558455,1.435442,1.195617,1.229337,1.558455,0.462513,1.423916,1.392394,0.850810,0.454012,1.189420,2.151774,,1.229337,0.291753,1.431463,1.047188,1.112352,1.567126,1.245519
2014-09-26,1.288848,1.564704,1.428080,1.192632,1.228589,1.564704,0.462513,1.417353,1.394776,0.841558,0.454012,1.176528,2.129064,,1.228589,0.301008,1.437638,1.047063,1.110902,1.566390,1.240466
2014-09-29,1.260655,1.529291,1.384708,1.169312,1.202993,1.529291,0.462513,1.371527,1.364898,0.825843,0.454012,1.158811,2.109593,,1.202993,0.292466,1.401877,1.022709,1.091475,1.529774,1.217729
2014-09-30,1.244698,1.503736,1.364971,1.154930,1.189896,1.503736,0.462513,1.354002,1.347615,0.818813,0.454012,1.150750,2.067686,,1.189896,0.284998,1.389307,1.008780,1.083528,1.508622,1.202570
2014-10-03,1.254301,1.516524,1.391265,1.160267,1.197354,1.516524,0.462513,1.375334,1.354265,0.825738,0.454012,1.153282,2.092099,,1.197354,0.284381,1.391287,1.015505,1.087581,1.508341,1.210149
2014-10-06,1.269451,1.533624,1.417786,1.174701,1.205980,1.533624,0.462513,1.402226,1.367472,0.830049,0.454012,1.154968,2.103964,,1.205980,0.303893,1.400087,1.034077,1.091391,1.532284,1.222781
2014-10-07,1.273560,1.547238,1.420555,1.178266,1.208881,1.547238,0.462513,1.404895,1.371233,0.832316,0.454012,1.159054,2.109785,,1.208881,0.305268,1.407156,1.038142,1.098521,1.540632,1.227834
2014-10-08,1.264272,1.526526,1.408402,1.169999,1.203046,1.526526,0.462513,1.396032,1.362079,0.834957,0.454012,1.147334,2.090851,,1.203046,0.297291,1.398803,1.027478,1.090497,1.525529,1.220255
2014-10-09,1.278614,1.556826,1.431419,1.180210,1.215444,1.556826,0.462513,1.414598,1.372527,0.838030,0.454012,1.158793,2.128402,,1.215444,0.301419,1.414468,1.037998,1.102333,1.537785,1.232887
2014-10-10,1.258916,1.522389,1.412166,1.163960,1.194196,1.522389,0.462513,1.395544,1.359352,0.827718,0.454012,1.142909,2.082395,,1.194196,0.295465,1.398336,1.011996,1.088397,1.515364,1.210149
2014-10-13,1.264355,1.538522,1.420965,1.165769,1.201784,1.538522,0.462513,1.404730,1.361453,0.829908,0.454012,1.145181,2.085201,,1.201784,0.293953,1.414220,1.014385,1.096127,1.516428,1.215202
2014-10-14,1.258104,1.558101,1.426595,1.152289,1.197216,1.558101,0.462513,1.407511,1.353077,0.814134,0.454012,1.127867,2.070395,,1.197216,0.290059,1.414105,1.014518,1.086511,1.513500,1.210149
2014-10-15,1.263806,1.567119,1.441483,1.153913,1.205078,1.567119,0.462513,1.424688,1.358824,0.808201,0.454012,1.114492,2.082220,,1.205078,0.297019,1.422223,1.018466,1.086288,1.520061,1.215202
2014-10-16,1.250660,1.557006,1.418292,1.142236,1.194490,1.557006,0.462513,1.402664,1.342625,0.805753,0.454012,1.098237,2.051091,,1.194490,0.297283,1.411183,1.007506,1.074753,1.505731,1.200044
2014-10-17,1.259800,1.554277,1.425598,1.154356,1.200904,1.554277,0.462513,1.409784,1.345092,0.816162,0.454012,1.112460,2.057837,,1.200904,0.310620,1.413083,1.013168,1.081248,1.520642,1.210149
2014-10-20,1.262496,1.557942,1.424391,1.159078,1.200979,1.557942,0.462513,1.408805,1.347929,0.822197,0.454012,1.113989,2.073088,,1.200979,0.313131,1.409048,1.014169,1.083519,1.522935,1.210149
2014-10-21,1.262941,1.564204,1.435172,1.155897,1.201725,1.564204,0.462513,1.418840,1.349614,0.814375,0.454012,1.110277,2.062609,,1.201725,0.312623,1.414740,1.019111,1.082138,1.520667,1.212676
2014-10-22,1.278734,1.576492,1.455392,1.170314,1.217651,1.576492,0.462513,1.437312,1.374658,0.818372,0.454012,1.124379,2.084337,,1.217651,0.316409,1.430685,1.038737,1.095114,1.543668,1.227834
2014-10-23,1.276733,1.570510,1.454959,1.165489,1.221979,1.570510,0.462513,1.436423,1.374295,0.820047,0.454012,1.119060,2.039392,,1.221979,0.315488,1.431770,1.037731,1.093569,1.549704,1.225308
2014-10-24,1.271838,1.567496,1.447035,1.160907,1.217933,1.567496,0.462513,1.428251,1.367707,0.813640,0.454012,1.112716,2.062200,,1.217933,0.312411,1.429042,1.035098,1.087663,1.542937,1.222781
2014-10-27,1.261418,1.569237,1.435654,1.149386,1.207796,1.569237,0.462513,1.418240,1.362790,0.800113,0.454012,1.100239,2.052342,,1.207796,0.303784,1.424143,1.025066,1.081918,1.530384,1.215202
2014-10-28,1.281148,1.592261,1.454880,1.164824,1.234182,1.592261,0.462513,1.437066,1.373217,0.808704,0.454012,1.120983,2.096642,,1.234182,0.307960,1.444362,1.037369,1.103368,1.558951,1.235413
2014-10-29,1.298312,1.595800,1.468314,1.185783,1.247659,1.595800,0.462513,1.449555,1.381029,0.825811,0.454012,1.143480,2.133655,,1.247659,0.325395,1.449701,1.049297,1.114975,1.584152,1.250572
2014-10-30,1.294340,1.610298,1.468016,1.181495,1.237450,1.610298,0.462513,1.447244,1.380721,0.830867,0.454012,1.124631,2.133112,,1.237450,0.324099,1.445865,1.047288,1.105118,1.574067,1.242256
2014-10-31,1.311686,1.622666,1.490275,1.197175,1.255544,1.622666,0.462513,1.469450,1.388056,0.841620,0.454012,1.135706,2.172699,,1.255544,0.337304,1.456425,1.057679,1.117279,1.593289,1.257849
2014-11-03,1.306766,1.609253,1.494645,1.192539,1.247862,1.609253,0.462513,1.470285,1.393695,0.833541,0.454012,1.121583,2.160323,,1.247862,0.340679,1.451681,1.052822,1.108479,1.582374,1.252651
2014-11-04,1.304745,1.611986,1.486412,1.188764,1.251645,1.611986,0.462513,1.461335,1.400998,0.824668,0.454012,1.124120,2.157423,,1.251645,0.330308,1.453812,1.052063,1.112683,1.573585,1.252651
2014-11-05,1.294625,1.614696,1.467448,1.177600,1.245721,1.614696,0.462513,1.443856,1.396815,0.821619,0.454012,1.104302,2.147579,,1.245721,0.319953,1.449997,1.044306,1.106234,1.555322,1.244854
2014-11-06,1.289038,1.610006,1.454438,1.172916,1.242469,1.610006,0.462513,1.431464,1.396351,0.819831,0.454012,1.101150,2.164227,,1.242469,0.307337,1.447330,1.039672,1.105422,1.546114,1.242256
2014-11-07,1.284000,1.591132,1.446797,1.169868,1.238954,1.591132,0.462513,1.422375,1.394740,0.812992,0.454012,1.096935,2.152554,,1.238954,0.312504,1.441380,1.032553,1.099616,1.548375,1.234459
2014-11-10,1.291482,1.614222,1.453985,1.173493,1.249699,1.614222,0.462513,1.425351,1.399441,0.802706,0.454012,1.104582,2.174014,,1.249699,0.320073,1.450966,1.050569,1.108987,1.562900,1.247453
2014-11-11,1.295449,1.618080,1.454962,1.175333,1.259514,1.618080,0.462513,1.428892,1.407495,0.803806,0.454012,1.094668,2.151250,,1.259514,0.328052,1.463939,1.050453,1.116542,1.576339,1.247453
2014-11-12,1.300870,1.615896,1.454611,1.181649,1.267871,1.615896,0.462513,1.430387,1.412211,0.804240,0.454012,1.103691,2.176282,,1.267871,0.329107,1.474641,1.056465,1.124883,1.579600,1.255250
2014-11-13,1.308681,1.623284,1.458698,1.189035,1.278100,1.623284,0.462513,1.432364,1.423227,0.816247,0.454012,1.100459,2.174709,,1.278100,0.337105,1.478758,1.059164,1.132813,1.583928,1.260448
2014-11-14,1.312530,1.633538,1.465584,1.193231,1.277340,1.633538,0.462513,1.438062,1.431165,0.825341,0.454012,1.086612,2.199185,,1.277340,0.341218,1.486022,1.060165,1.127394,1.583942,1.263046
2014-11-17,1.297847,1.613854,1.454848,1.180062,1.259927,1.613854,0.462513,1.428658,1.421415,0.816242,0.454012,1.071886,2.164342,,1.259927,0.335301,1.477867,1.043402,1.113228,1.568773,1.247453
2014-11-18,1.283102,1.591317,1.440474,1.166972,1.244941,1.591317,0.462513,1.414187,1.416191,0.805772,0.454012,1.057654,2.144815,,1.244941,0.324962,1.463753,1.032404,1.097537,1.547785,1.234459
2014-11-19,1.275168,1.579951,1.433068,1.159470,1.237464,1.579951,0.462513,1.408486,1.410196,0.799189,0.454012,1.049393,2.131133,,1.237464,0.320952,1.456366,1.022739,1.090580,1.536661,1.226662
2014-11-20,1.270915,1.573487,1.424292,1.157486,1.231853,1.573487,0.462513,1.401480,1.400472,0.794577,0.454012,1.057519,2.142866,,1.231853,0.317003,1.450969,1.019669,1.090460,1.536080,1.221465
2014-11-21,1.279752,1.580397,1.434536,1.168137,1.235836,1.580397,0.462513,1.410018,1.403958,0.801971,0.454012,1.075551,2.147780,,1.235836,0.326084,1.454884,1.022933,1.099592,1.546991,1.231860
2014-11-24,1.311444,1.603314,1.501435,1.190663,1.267399,1.603314,0.462513,1.466277,1.427024,0.809226,0.454012,1.114999,2.185845,,1.267399,0.333214,1.466514,1.046466,1.125626,1.585581,1.255250
2014-11-25,1.310601,1.611867,1.502090,1.188009,1.266981,1.611867,0.462513,1.465969,1.433120,0.806804,0.454012,1.102579,2.186974,,1.266981,0.331867,1.470544,1.043271,1.123195,1.587963,1.252651
2014-11-26,1.326542,1.634019,1.514562,1.196229,1.298063,1.634019,0.462513,1.478595,1.448672,0.811098,0.454012,1.108629,2.189594,,1.298063,0.334051,1.489082,1.051122,1.140199,1.607736,1.268244
2014-11-27,1.321003,1.627756,1.505061,1.191074,1.294560,1.627756,0.462513,1.469901,1.440047,0.810721,0.454012,1.102468,2.172684,,1.294560,0.334520,1.473882,1.048770,1.136367,1.603216,1.260448
2014-11-28,1.324039,1.631443,1.509368,1.187936,1.309862,1.631443,0.462513,1.472054,1.457585,0.804300,0.454012,1.082776,2.178333,,1.309862,0.330886,1.481521,1.047571,1.145875,1.611980,1.257849
2014-12-01,1.293230,1.594891,1.468645,1.161753,1.278846,1.594891,0.462513,1.435270,1.438428,0.793076,0.454012,1.043834,2.106232,,1.278846,0.323128,1.453327,1.025810,1.121311,1.568725,1.224064
2014-12-02,1.311980,1.605713,1.495848,1.171047,1.314321,1.605713,0.462513,1.459265,1.451996,0.799327,0.454012,1.062981,2.115369,,1.314321,0.318220,1.471614,1.034937,1.140982,1.593857,1.239657
2014-12-03,1.299260,1.570064,1.491319,1.155174,1.312123,1.570064,0.462513,1.456286,1.439601,0.791362,0.454012,1.054273,2.072316,,1.312123,0.302081,1.460653,1.028511,1.135271,1.574582,1.229261
2014-12-04,1.320140,1.575983,1.494972,1.176899,1.343274,1.575983,0.462513,1.459671,1.463270,0.786776,0.454012,1.121636,2.117684,,1.343274,0.292299,1.466227,1.037568,1.176915,1.614650,1.252651
2014-12-05,1.326061,1.588286,1.504115,1.178794,1.354004,1.588286,0.462513,1.465823,1.470038,0.793205,0.454012,1.114439,2.105420,,1.354004,0.296525,1.473141,1.049738,1.173649,1.622620,1.257849
2014-12-08,1.325240,1.574545,1.498306,1.170366,1.377602,1.574545,0.462513,1.463880,1.471295,0.787142,0.454012,1.099950,2.085985,,1.377602,0.288159,1.473317,1.050850,1.171917,1.638097,1.260448
2014-12-09,1.299986,1.578811,1.481413,1.149531,1.330170,1.578811,0.462513,1.448463,1.450505,0.781761,0.454012,1.062318,2.030033,,1.330170,0.286928,1.460461,1.031595,1.144243,1.588029,1.231860
2014-12-10,1.301292,1.578306,1.479062,1.148772,1.338768,1.578306,0.462513,1.447086,1.448133,0.775628,0.454012,1.058474,2.029552,,1.338768,0.293185,1.462434,1.032455,1.144418,1.592884,1.234459
2014-12-11,1.291439,1.569576,1.467488,1.140797,1.326168,1.569576,0.462513,1.435611,1.440850,0.773587,0.454012,1.048199,2.011927,,1.326168,0.289704,1.454712,1.023923,1.138650,1.575368,1.226662
2014-12-12,1.292295,1.572289,1.473659,1.143318,1.319442,1.572289,0.462513,1.446587,1.441924,0.767467,0.454012,1.049254,2.008396,,1.319442,0.296010,1.453335,1.023107,1.136244,1.575610,1.221465
2014-12-15,1.279784,1.555302,1.451366,1.134669,1.306193,1.555302,0.462513,1.429204,1.422161,0.765964,0.454012,1.053005,1.958767,,1.306193,0.293620,1.438035,1.010827,1.130238,1.567144,1.211069
2014-12-16,1.263568,1.532458,1.429320,1.119737,1.293973,1.532458,0.462513,1.410012,1.411478,0.760008,0.454012,1.031484,1.920801,,1.293973,0.287101,1.421080,0.995569,1.115240,1.546539,1.190278
2014-12-17,1.256076,1.519402,1.423694,1.106203,1.301811,1.519402,0.462513,1.404116,1.404914,0.746334,0.454012,1.030609,1.916032,,1.301811,0.266462,1.418737,0.986957,1.113045,1.545633,1.187679
2014-12-18,1.266656,1.534638,1.433852,1.119003,1.304889,1.534638,0.462513,1.411786,1.404185,0.753118,0.454012,1.048722,1.971578,,1.304889,0.273553,1.422603,0.999841,1.120745,1.555937,1.198075
2014-12-19,1.276448,1.551872,1.435092,1.127409,1.319589,1.551872,0.462513,1.412392,1.418235,0.761599,0.454012,1.048398,2.010685,,1.319589,0.272847,1.435125,1.012516,1.124080,1.568597,1.216267
2014-12-22,1.295218,1.567334,1.451137,1.142811,1.346980,1.567334,0.462513,1.427625,1.427565,0.776457,0.454012,1.095495,2.005116,,1.346980,0.266319,1.455709,1.017141,1.158791,1.605583,1.231860
2014-12-23,1.289828,1.557104,1.451645,1.136296,1.342815,1.557104,0.462513,1.427339,1.416387,0.775776,0.454012,1.083544,2.008506,,1.342815,0.264510,1.450104,1.015196,1.150051,1.593353,1.226662
2014-12-24,1.293361,1.571599,1.459128,1.141563,1.336127,1.571599,0.462513,1.435667,1.420604,0.778197,0.454012,1.084453,1.998479,,1.336127,0.273615,1.461840,1.020598,1.153213,1.594838,1.229261
2014-12-29,1.315872,1.584574,1.483693,1.154799,1.379840,1.584574,0.462513,1.457176,1.438367,0.788274,0.454012,1.095992,2.025032,,1.379840,0.276446,1.479272,1.030512,1.167277,1.626727,1.247453
2014-12-30,1.304471,1.567697,1.494161,1.142167,1.361356,1.567697,0.462513,1.467879,1.431004,0.779957,0.454012,1.071392,1.997193,,1.361356,0.273886,1.468804,1.024343,1.150699,1.603043,1.229261
2014-12-31,1.311861,1.578589,1.498811,1.146159,1.376553,1.578589,0.462513,1.472533,1.433486,0.791456,0.454012,1.077213,1.987939,,1.376553,0.272370,1.475524,1.026480,1.160332,1.615233,1.242256
2015-01-02,1.325988,1.573339,1.540664,1.151939,1.399168,1.573339,0.462513,1.510851,1.445747,0.787320,0.454012,1.089197,2.010313,,1.399168,0.268268,1.476671,1.034776,1.174779,1.632291,1.250052
2015-01-05,1.319676,1.549270,1.539914,1.148097,1.390075,1.549270,0.462513,1.513298,1.434462,0.780722,0.454012,1.101761,1.997369,,1.390075,0.262910,1.461334,1.028174,1.172146,1.633951,1.244854
2015-01-06,1.302765,1.539278,1.513464,1.135587,1.367570,1.539278,0.462513,1.492817,1.414479,0.774629,0.454012,1.081307,2.029327,,1.367570,0.252641,1.443745,1.023042,1.153894,1.604742,1.229261
2015-01-07,1.311059,1.547670,1.516113,1.147254,1.370064,1.547670,0.462513,1.498934,1.424060,0.772927,0.454012,1.084131,2.082119,,1.370064,0.262212,1.449357,1.029429,1.157062,1.611068,1.242256
2015-01-08,1.318924,1.572102,1.505256,1.159232,1.372710,1.572102,0.462513,1.495266,1.441639,0.782972,0.454012,1.090675,2.112293,,1.372710,0.260520,1.460134,1.037384,1.161290,1.614247,1.252651
2015-01-09,1.321886,1.571770,1.509142,1.161054,1.378572,1.571770,0.462513,1.503733,1.445112,0.782893,0.454012,1.080578,2.159705,,1.378572,0.256592,1.464373,1.037028,1.159375,1.613455,1.257849
2015-01-12,1.324194,1.577990,1.539264,1.158465,1.374855,1.577990,0.462513,1.508957,1.476378,0.781020,0.454012,1.073981,2.151197,,1.374855,0.251886,1.491984,1.054198,1.155653,1.633990,1.263046
2015-01-13,1.332714,1.581867,1.541903,1.169337,1.381707,1.581867,0.462513,1.512039,1.495977,0.780303,0.454012,1.073133,2.198973,,1.381707,0.258210,1.502730,1.060894,1.157820,1.640736,1.273442
2015-01-14,1.327161,1.582619,1.538407,1.161781,1.378289,1.582619,0.462513,1.509121,1.488751,0.771156,0.454012,1.061110,2.190814,,1.378289,0.258890,1.496693,1.054218,1.153117,1.632039,1.265645
2015-01-15,1.340259,1.601793,1.553570,1.169299,1.400145,1.601793,0.462513,1.522707,1.497924,0.775475,0.454012,1.068062,2.208261,,1.400145,0.261109,1.509566,1.065750,1.167225,1.642841,1.278640
2015-01-16,1.327543,1.602391,1.535218,1.152764,1.396942,1.602391,0.462513,1.504245,1.480591,0.770279,0.454012,1.054185,2.172183,,1.396942,0.251315,1.502154,1.059519,1.162138,1.622039,1.265645
2015-01-19,1.305571,1.619430,1.506605,1.140414,1.345559,1.619430,0.462513,1.473983,1.464015,0.775425,0.454012,1.035043,2.178701,,1.345559,0.242295,1.501231,1.044329,1.131935,1.585003,1.244854
2015-01-20,1.316004,1.610935,1.517199,1.148225,1.366680,1.610935,0.462513,1.483065,1.475881,0.781507,0.454012,1.042341,2.202541,,1.366680,0.241620,1.503866,1.050887,1.142124,1.599239,1.257849
2015-01-21,1.336423,1.616436,1.543814,1.166521,1.390996,1.616436,0.462513,1.512129,1.492086,0.796026,0.454012,1.045459,2.274259,,1.390996,0.247993,1.504138,1.068226,1.153932,1.621282,1.278640
2015-01-22,1.340645,1.617118,1.536991,1.172577,1.397827,1.617118,0.462513,1.506587,1.491626,0.791653,0.454012,1.051681,2.305296,,1.397827,0.256181,1.506405,1.073053,1.155908,1.637808,1.289035
2015-01-23,1.360660,1.634949,1.570778,1.188594,1.417960,1.634949,0.462513,1.535491,1.521845,0.806689,0.454012,1.061091,2.316836,,1.417960,0.259172,1.530817,1.091738,1.169578,1.660034,1.302029
2015-01-26,1.361430,1.633388,1.579922,1.187202,1.419728,1.633388,0.462513,1.542648,1.523590,0.796972,0.454012,1.048033,2.333578,,1.419728,0.266652,1.532057,1.098520,1.164602,1.653931,1.307227
2015-01-27,1.358937,1.649406,1.570434,1.188592,1.406366,1.649406,0.462513,1.536031,1.518857,0.799008,0.454012,1.037717,2.321513,,1.406366,0.279222,1.536509,1.095421,1.154692,1.646316,1.302029
2015-01-28,1.362654,1.680370,1.581545,1.189996,1.402498,1.680370,0.462513,1.547458,1.519317,0.803805,0.454012,1.037422,2.330621,,1.402498,0.276361,1.543009,1.103447,1.154582,1.651465,1.304628
2015-01-29,1.352055,1.668202,1.565297,1.185727,1.381789,1.668202,0.462513,1.532979,1.524115,0.813615,0.454012,1.020274,2.307499,,1.381789,0.271594,1.549069,1.093712,1.140307,1.630605,1.291634
2015-01-30,1.350446,1.660676,1.558550,1.184489,1.384153,1.660676,0.462513,1.526969,1.527745,0.825854,0.454012,1.020233,2.278057,,1.384153,0.263427,1.549443,1.091208,1.141621,1.628332,1.286436
2015-02-02,1.345945,1.656551,1.569208,1.179920,1.371607,1.656551,0.462513,1.534911,1.523255,0.810699,0.454012,1.015239,2.311584,,1.371607,0.262860,1.545926,1.093691,1.134327,1.618121,1.283837
2015-02-03,1.346316,1.645763,1.553528,1.180891,1.382830,1.645763,0.462513,1.519019,1.506458,0.815376,0.454012,1.031823,2.314065,,1.382830,0.262889,1.540235,1.091303,1.145493,1.626896,1.286436
2015-02-04,1.350725,1.643870,1.551740,1.188249,1.385301,1.643870,0.462513,1.520468,1.508480,0.805330,0.454012,1.054796,2.360278,,1.385301,0.261579,1.544537,1.090356,1.157593,1.639115,1.294233
2015-02-05,1.349686,1.603587,1.558137,1.188820,1.388418,1.603587,0.462513,1.528087,1.512914,0.809566,0.454012,1.036974,2.414552,,1.388418,0.258077,1.539836,1.091827,1.146316,1.635010,1.302029
2015-02-06,1.346760,1.589800,1.556515,1.188983,1.381259,1.589800,0.462513,1.520051,1.515194,0.810093,0.454012,1.028694,2.384514,,1.381259,0.271226,1.539924,1.086063,1.137108,1.636166,1.296832
2015-02-09,1.336624,1.584845,1.544874,1.176412,1.377023,1.584845,0.462513,1.505400,1.503531,0.792767,0.454012,1.025809,2.367490,,1.377023,0.266753,1.534134,1.076851,1.133688,1.622905,1.286436
2015-02-10,1.341697,1.594314,1.552895,1.181003,1.379639,1.594314,0.462513,1.515860,1.511331,0.798996,0.454012,1.023838,2.352446,,1.379639,0.270426,1.537542,1.083078,1.135345,1.628912,1.289035
2015-02-11,1.333449,1.590942,1.539813,1.173610,1.371442,1.590942,0.462513,1.496555,1.513873,0.790482,0.454012,1.015418,2.318929,,1.371442,0.273118,1.531237,1.075811,1.129937,1.616867,1.276041
2015-02-12,1.337810,1.588472,1.533281,1.178779,1.381782,1.588472,0.462513,1.490911,1.518724,0.794287,0.454012,1.020711,2.372079,,1.381782,0.267774,1.530917,1.084275,1.135245,1.622599,1.283837
2015-02-13,1.352707,1.583488,1.558764,1.193526,1.395719,1.583488,0.462513,1.514918,1.528738,0.807632,0.454012,1.031727,2.390976,,1.395719,0.277349,1.532835,1.090702,1.145496,1.647133,1.296832
2015-02-16,1.354917,1.581831,1.565424,1.195939,1.395927,1.581831,0.462513,1.521468,1.523122,0.812639,0.454012,1.037840,2.396396,,1.395927,0.277947,1.533131,1.091943,1.147591,1.652094,1.299430
