Date,全體等權,行業:公用,行業:原材料,行業:地產,行業:工業,行業:必需消費,行業:科技,行業:能源,行業:通訊/互聯網,行業:醫療,行業:金融,行業:非必需消費,風格:低波,風格:動量,風格:大市值,風格:高息,1321.T
2014-06-18,1.747457,0.808404,1.476359,2.736136,1.722632,1.885728,1.344365,1.138068,2.409718,1.772902,1.799753,1.991795,1.595929,1.553482,,1.557502,1.646731
2014-06-19,1.777129,0.821211,1.498330,2.797044,1.751078,1.914079,1.368812,1.163451,2.442955,1.797904,1.831862,2.032103,1.619095,1.578362,,1.580111,1.672163
2014-06-20,1.777570,0.821105,1.500664,2.835228,1.749312,1.910341,1.367888,1.154872,2.431825,1.805090,1.830956,2.035284,1.616505,1.582579,,1.580009,1.668984
2014-06-23,1.782489,0.815667,1.516904,2.829690,1.754437,1.909742,1.371273,1.164935,2.409208,1.814373,1.831986,2.038954,1.615843,1.591152,,1.580434,1.673223
2014-06-24,1.784710,0.818542,1.515330,2.809489,1.760444,1.917589,1.374022,1.145567,2.412337,1.825659,1.831454,2.036081,1.618570,1.594477,,1.583046,1.673223
2014-06-25,1.773637,0.814178,1.505851,2.800122,1.749767,1.901201,1.365272,1.142922,2.407892,1.818606,1.816703,2.022119,1.613567,1.586091,,1.573485,1.661566
2014-06-26,1.779398,0.821245,1.513274,2.792744,1.757078,1.905958,1.367024,1.145125,2.436837,1.821084,1.818058,2.025361,1.614805,1.594977,,1.577967,1.667924
2014-06-27,1.756407,0.820627,1.490435,2.757300,1.732939,1.877679,1.351194,1.130593,2.422817,1.793120,1.803092,1.995666,1.601554,1.567867,,1.563245,1.645671
2014-06-30,1.770424,0.825081,1.504866,2.770592,1.746933,1.894632,1.366107,1.130455,2.433874,1.805435,1.818659,2.007931,1.614635,1.584531,,1.575524,1.650970
2014-07-01,1.789844,0.827269,1.523465,2.797838,1.767221,1.908941,1.384851,1.150968,2.451492,1.821533,1.835051,2.032461,1.624875,1.609478,,1.588644,1.668984
2014-07-02,1.793465,0.829286,1.523945,2.791685,1.768158,1.916421,1.386959,1.149224,2.468165,1.826392,1.844304,2.040653,1.633928,1.610674,,1.595323,1.673223
2014-07-03,1.791845,0.842589,1.525944,2.780572,1.767005,1.918059,1.393170,1.138353,2.462702,1.821770,1.830900,2.031560,1.627549,1.615074,,1.586035,1.673223
2014-07-04,1.803950,0.842624,1.540281,2.792839,1.777033,1.924817,1.414870,1.125440,2.477429,1.829229,1.841847,2.046233,1.632726,1.620763,,1.593328,1.662626
2014-07-07,1.796552,0.844220,1.531928,2.780891,1.772213,1.919190,1.404223,1.111388,2.465432,1.819425,1.836481,2.036146,1.622818,1.610531,,1.587325,1.655208
2014-07-08,1.792172,0.836602,1.529881,2.762800,1.767829,1.925672,1.408103,1.113851,2.460924,1.818946,1.812365,2.032176,1.621278,1.619634,,1.583824,1.670128
2014-07-09,1.785162,0.832137,1.521445,2.750223,1.759266,1.931565,1.402249,1.111817,2.460884,1.820903,1.797209,2.025664,1.619058,1.611817,,1.579122,1.667981
2014-07-10,1.771670,0.824836,1.512126,2.744097,1.746426,1.923665,1.390929,1.103677,2.443713,1.806577,1.776341,2.006880,1.607032,1.600461,,1.562152,1.660468
2014-07-11,1.767189,0.814562,1.504603,2.723087,1.743028,1.933880,1.389870,1.114669,2.442033,1.812591,1.763110,1.999191,1.607073,1.607482,,1.562389,1.652954
2014-07-14,1.781455,0.824781,1.514782,2.721836,1.757278,1.936456,1.406415,1.118810,2.492223,1.837668,1.772367,2.015970,1.619765,1.621605,,1.576440,1.667981
2014-07-15,1.792409,0.831834,1.522628,2.762911,1.765961,1.951230,1.412387,1.119975,2.500885,1.848835,1.788864,2.029885,1.625173,1.630117,,1.584326,1.677641
2014-07-16,1.789992,0.838030,1.519600,2.771517,1.764519,1.947506,1.411906,1.120909,2.496343,1.848424,1.780243,2.024242,1.628507,1.629515,,1.582977,1.675495
2014-07-17,1.789643,0.837551,1.515821,2.753179,1.768132,1.950385,1.407579,1.132872,2.496684,1.843850,1.780657,2.022387,1.633582,1.633196,,1.582688,1.674421
2014-07-18,1.774101,0.830711,1.504457,2.729440,1.754166,1.934349,1.395965,1.137490,2.484277,1.828870,1.757970,1.999212,1.626103,1.621659,,1.569684,1.658321
2014-07-22,1.791804,0.831978,1.526536,2.728958,1.773284,1.950656,1.414963,1.143985,2.515355,1.839340,1.771135,2.015542,1.634350,1.648599,,1.576944,1.670128
2014-07-23,1.793494,0.830018,1.529407,2.725974,1.775698,1.957887,1.417662,1.141447,2.510575,1.842475,1.770424,2.014732,1.633838,1.649300,,1.576181,1.670128
2014-07-24,1.789862,0.827051,1.526397,2.706297,1.773830,1.948148,1.416159,1.141924,2.487980,1.840222,1.763195,2.015747,1.632448,1.641973,,1.575680,1.663688
2014-07-25,1.807915,0.830887,1.539972,2.734840,1.794617,1.965403,1.425722,1.148063,2.501482,1.878868,1.780194,2.034252,1.647411,1.670892,,1.591342,1.684081
2014-07-28,1.816727,0.828256,1.551182,2.737423,1.801632,1.977584,1.427867,1.140582,2.514517,1.877858,1.795969,2.050700,1.654779,1.674539,,1.598312,1.692668
2014-07-29,1.823781,0.827763,1.563145,2.760440,1.810486,1.985246,1.421976,1.145161,2.535651,1.890997,1.787802,2.062664,1.654760,1.679751,,1.605646,1.703402
2014-07-30,1.826255,0.821356,1.561569,2.746991,1.810334,1.989757,1.421570,1.128908,2.531577,1.906433,1.796370,2.077796,1.649119,1.684174,,1.602896,1.703402
2014-07-31,1.826006,0.813011,1.555323,2.763407,1.811592,1.965065,1.436331,1.122068,2.516085,1.916035,1.802740,2.077384,1.644828,1.685987,,1.603112,1.701255
2014-08-01,1.810464,0.821364,1.545647,2.742189,1.789534,1.966550,1.433559,1.113734,2.497738,1.897833,1.783994,2.049345,1.637546,1.680781,,1.588325,1.692668
2014-08-04,1.806995,0.823754,1.542392,2.701083,1.787142,1.976305,1.433312,1.119022,2.488266,1.911622,1.769156,2.039764,1.632009,1.691591,,1.582968,1.685155
2014-08-05,1.783878,0.817965,1.521305,2.657011,1.757504,1.943926,1.418032,1.114355,2.480882,1.913205,1.746502,2.017594,1.618168,1.652244,,1.570727,1.671201
2014-08-06,1.765970,0.803476,1.492968,2.620620,1.743619,1.930816,1.414430,1.100114,2.444832,1.906278,1.721215,2.000235,1.607282,1.635508,,1.556709,1.654028
2014-08-07,1.774917,0.804443,1.492285,2.621265,1.752542,1.958603,1.422318,1.108726,2.483454,1.923877,1.728854,2.006749,1.616672,1.645589,,1.562387,1.660468
2014-08-08,1.726340,0.787762,1.450842,2.543751,1.706349,1.909780,1.376525,1.090988,2.414654,1.869804,1.683118,1.948210,1.582150,1.596924,,1.530885,1.611094
2014-08-11,1.764894,0.802862,1.475109,2.623298,1.746469,1.972492,1.399229,1.100250,2.475865,1.906338,1.730210,1.986707,1.610731,1.634530,,1.558096,1.647588
2014-08-12,1.771142,0.808694,1.479648,2.621188,1.755026,1.975548,1.404299,1.107554,2.467061,1.926507,1.736171,1.989486,1.622096,1.642090,,1.565602,1.652954
2014-08-13,1.779847,0.807338,1.494328,2.640836,1.764165,1.980257,1.414873,1.101672,2.487557,1.910891,1.746782,1.995840,1.627028,1.648498,,1.568942,1.658321
2014-08-14,1.791437,0.811905,1.503498,2.631363,1.778982,1.997936,1.423509,1.109221,2.504568,1.923483,1.757807,2.003797,1.638546,1.661147,,1.576941,1.666908
2014-08-15,1.791376,0.814787,1.501987,2.658180,1.779792,1.990142,1.427112,1.087817,2.507990,1.930050,1.753367,2.001762,1.637515,1.655071,,1.574306,1.669054
2014-08-18,1.792476,0.814601,1.498925,2.650029,1.780901,1.992819,1.431553,1.096333,2.513231,1.965048,1.748674,1.996935,1.638546,1.657679,,1.573932,1.669054
2014-08-19,1.805732,0.825469,1.513570,2.697984,1.794418,2.011666,1.444006,1.108555,2.529894,1.972545,1.757309,2.001750,1.647104,1.665050,,1.584920,1.684081
2014-08-20,1.803489,0.819403,1.512818,2.692178,1.791549,2.011073,1.438251,1.112037,2.542202,1.962959,1.750089,2.006730,1.644814,1.658965,,1.582737,1.683008
2014-08-21,1.819250,0.823582,1.527068,2.736941,1.805268,2.022374,1.446594,1.117516,2.558547,1.984645,1.778127,2.023164,1.655804,1.670872,,1.597107,1.696961
2014-08-22,1.811119,0.820830,1.514989,2.726099,1.795245,2.022203,1.438198,1.110211,2.565810,1.980228,1.777825,2.011996,1.654062,1.656069,,1.592414,1.693741
2014-08-25,1.819455,0.813903,1.521332,2.731824,1.806399,2.024556,1.457377,1.112861,2.572122,1.968086,1.785454,2.022241,1.654763,1.676087,,1.597678,1.700182
2014-08-26,1.812780,0.811679,1.521912,2.700443,1.802393,2.015206,1.453004,1.112539,2.550193,1.966056,1.771543,2.008882,1.647294,1.675356,,1.591988,1.690521
2014-08-27,1.817305,0.809178,1.535596,2.695479,1.808988,2.003244,1.457363,1.119957,2.530168,1.972810,1.777701,2.010115,1.644253,1.677500,,1.595314,1.692668
2014-08-28,1.808676,0.803174,1.528328,2.674357,1.800738,1.990383,1.456795,1.118959,2.519301,1.976448,1.769393,1.993042,1.636849,1.668815,,1.587067,1.685155
2014-08-29,1.802663,0.799629,1.528721,2.642354,1.796305,1.983170,1.452004,1.105716,2.526310,1.971404,1.758638,1.981102,1.633574,1.660315,,1.583712,1.681935
2014-09-01,1.813378,0.806103,1.544988,2.663206,1.810182,1.978759,1.466277,1.106970,2.523457,1.978040,1.762901,1.988254,1.640268,1.670386,,1.590990,1.687301
2014-09-02,1.834144,0.811778,1.561115,2.706445,1.831055,1.987979,1.490721,1.116724,2.543774,1.975147,1.789192,2.018835,1.651453,1.689786,,1.608267,1.706622
2014-09-03,1.838661,0.815552,1.557328,2.739235,1.839807,1.991906,1.495419,1.108634,2.537890,1.965780,1.801546,2.020962,1.653811,1.695645,,1.606922,1.714135
2014-09-04,1.830064,0.820975,1.548466,2.713537,1.828264,1.991693,1.486374,1.114446,2.509920,1.950461,1.805514,2.010583,1.649710,1.678875,,1.604752,1.708768
2014-09-05,1.825948,0.817857,1.539792,2.696033,1.824766,1.985255,1.488000,1.102295,2.505774,1.944686,1.802413,2.010958,1.646545,1.674097,,1.607205,1.707695
2014-09-08,1.830350,0.825734,1.544812,2.721747,1.834425,1.978719,1.478439,1.088602,2.510991,1.942060,1.816094,2.010771,1.652779,1.674661,,1.614285,1.709842
2014-09-09,1.829881,0.820675,1.547012,2.686684,1.834640,1.957223,1.483349,1.077408,2.519651,1.937699,1.817027,2.018722,1.648462,1.673356,,1.612542,1.716282
2014-09-10,1.835099,0.830654,1.541538,2.686386,1.836165,1.969520,1.492268,1.092240,2.530829,1.940469,1.835412,2.026006,1.662181,1.673779,,1.620916,1.720575
2014-09-11,1.845714,0.837158,1.550832,2.691341,1.842667,1.961343,1.518319,1.101307,2.554666,1.955807,1.848230,2.038841,1.663935,1.676665,,1.632163,1.732382
2014-09-12,1.847108,0.840863,1.548295,2.687915,1.842600,1.965363,1.523667,1.091949,2.558426,1.957841,1.853339,2.041596,1.665464,1.668973,,1.631684,1.736675
2014-09-16,1.839856,0.839784,1.540245,2.639587,1.836326,1.961210,1.528828,1.088002,2.580073,1.963195,1.832510,2.026794,1.664913,1.657973,,1.626278,1.733455
2014-09-17,1.830761,0.829892,1.530943,2.600403,1.824876,1.959935,1.527206,1.086838,2.575045,1.964838,1.817588,2.020111,1.659148,1.656249,,1.620385,1.731309
2014-09-18,1.849934,0.836908,1.542317,2.640613,1.846186,1.971328,1.539486,1.095610,2.598537,1.978744,1.841741,2.047896,1.673487,1.664666,,1.633045,1.751702
2014-09-19,1.872525,0.838602,1.561158,2.668243,1.871749,1.972568,1.562491,1.092662,2.610870,1.997770,1.870324,2.081428,1.685652,1.683405,,1.649471,1.777463
2014-09-22,1.867363,0.838757,1.554440,2.662784,1.864388,1.964334,1.552131,1.109610,2.579343,2.000021,1.873195,2.082742,1.692809,1.671752,,1.656164,1.766729
2014-09-24,1.861549,0.838457,1.545238,2.642292,1.867221,1.959341,1.537656,1.097156,2.555910,2.002028,1.860313,2.075258,1.687785,1.670457,,1.645235,1.762436
2014-09-25,1.886665,0.847726,1.564435,2.697404,1.890731,1.980360,1.559434,1.132026,2.586793,2.012242,1.887089,2.112039,1.704776,1.695961,,1.662566,1.782829
2014-09-26,1.878207,0.845484,1.560776,2.702325,1.882348,1.961974,1.557661,1.126879,2.580829,1.995266,1.875295,2.099567,1.689926,1.693248,,1.654341,1.780683
2014-09-29,1.888319,0.850797,1.560534,2.713050,1.895107,1.975610,1.582404,1.118346,2.597925,2.008207,1.878888,2.106221,1.693417,1.710403,,1.657748,1.786049
2014-09-30,1.870020,0.839716,1.542264,2.697262,1.869502,1.971555,1.571528,1.108403,2.572398,1.996328,1.857446,2.094891,1.665430,1.697379,,1.628793,1.772096
2014-10-01,1.857558,0.835125,1.534720,2.678066,1.857713,1.977344,1.544039,1.095808,2.564205,1.984868,1.844984,2.077410,1.664739,1.678447,,1.614490,1.762436
2014-10-02,1.805778,0.811448,1.494125,2.589313,1.803720,1.936602,1.491973,1.082703,2.484204,1.943255,1.796389,2.016679,1.623255,1.626516,,1.577695,1.719502
2014-10-03,1.808331,0.803065,1.497150,2.546978,1.807137,1.947791,1.503676,1.078071,2.490533,1.945348,1.795045,2.018388,1.626003,1.639211,,1.579190,1.721648
2014-10-06,1.829417,0.804281,1.517152,2.561997,1.830933,1.956621,1.527795,1.069402,2.514525,1.982368,1.810291,2.042341,1.637998,1.663922,,1.592318,1.742042
2014-10-07,1.815407,0.808151,1.500892,2.553874,1.810448,1.960066,1.516260,1.064922,2.500126,1.968209,1.807208,2.023084,1.633075,1.654224,,1.579441,1.731309
2014-10-08,1.795212,0.806801,1.487988,2.525551,1.785582,1.961923,1.497825,1.049274,2.488832,1.957084,1.792802,1.982557,1.628407,1.646246,,1.568732,1.710915
2014-10-09,1.774655,0.801435,1.472020,2.511837,1.761257,1.950820,1.469242,1.040025,2.462407,1.943930,1.774867,1.961490,1.612661,1.616233,,1.554194,1.698035
2014-10-10,1.748434,0.789524,1.443316,2.506387,1.734299,1.933596,1.442687,1.007483,2.429622,1.926619,1.747932,1.935012,1.598907,1.590696,,1.532892,1.678715
2014-10-14,1.709156,0.766805,1.416005,2.437373,1.691302,1.911043,1.398333,0.989928,2.377817,1.885554,1.713226,1.892726,1.565510,1.555437,,1.506206,1.641147
2014-10-15,1.721198,0.770400,1.425642,2.461850,1.705810,1.919118,1.416290,0.981066,2.377805,1.890817,1.719226,1.907982,1.569764,1.571439,,1.508655,1.651881
2014-10-16,1.677119,0.743459,1.384273,2.385491,1.663120,1.890124,1.378826,0.934200,2.321032,1.859569,1.675908,1.854748,1.537611,1.536670,,1.471884,1.616460
2014-10-17,1.653334,0.745532,1.367940,2.367293,1.638428,1.851318,1.376662,0.956850,2.273776,1.803754,1.644827,1.823856,1.511120,1.511205,,1.453185,1.594994
2014-10-20,1.717009,0.770058,1.416662,2.454642,1.702136,1.909850,1.434785,0.973548,2.387460,1.880448,1.705260,1.899552,1.562387,1.581771,,1.502388,1.656174
2014-10-21,1.683176,0.763938,1.383495,2.420012,1.664760,1.881637,1.407045,0.953763,2.338069,1.844562,1.679558,1.861796,1.538699,1.550094,,1.478628,1.623974
2014-10-22,1.731036,0.782424,1.419620,2.493047,1.717846,1.938123,1.456973,0.968673,2.415935,1.897653,1.711638,1.906560,1.571948,1.609480,,1.512798,1.663688
2014-10-23,1.725527,0.784310,1.413961,2.481505,1.714056,1.933950,1.451237,0.961813,2.407060,1.891739,1.710714,1.894082,1.571987,1.608140,,1.507052,1.660468
2014-10-24,1.740944,0.788550,1.427582,2.489692,1.731406,1.959944,1.465377,0.966364,2.428926,1.922051,1.718520,1.904147,1.581342,1.629144,,1.516664,1.676568
2014-10-27,1.759069,0.834037,1.446215,2.518284,1.748552,1.972995,1.474085,0.972437,2.456286,1.932114,1.735867,1.918286,1.605688,1.643883,,1.531899,1.686228
2014-10-28,1.753811,0.835854,1.441645,2.509999,1.737888,1.987531,1.465326,0.957668,2.453249,1.931737,1.740409,1.909898,1.606104,1.624463,,1.526895,1.678715
2014-10-29,1.783492,0.840801,1.472414,2.550823,1.766722,2.008919,1.495354,0.982709,2.481548,1.939466,1.777517,1.945125,1.621669,1.644848,,1.550798,1.703402
2014-10-30,1.791290,0.848896,1.476379,2.600022,1.771090,2.006607,1.503994,0.989978,2.514275,1.947603,1.795820,1.949438,1.630221,1.640715,,1.557057,1.717355
2014-10-31,1.867307,0.869624,1.529407,2.873211,1.843918,2.088820,1.545277,1.023474,2.626161,2.013636,1.899684,2.037117,1.689080,1.687194,,1.614093,1.795709
2014-11-04,1.913785,0.891249,1.550183,2.997226,1.890426,2.095408,1.600951,1.007207,2.664288,2.058263,1.973059,2.104311,1.713965,1.730804,,1.653341,1.846157
2014-11-05,1.925903,0.920580,1.559726,2.944681,1.904583,2.118821,1.617509,0.981123,2.661531,2.081422,1.977333,2.113521,1.725256,1.740057,,1.658898,1.857964
2014-11-06,1.905307,0.897296,1.541584,2.838075,1.889682,2.102195,1.608486,0.974008,2.622398,2.041475,1.943010,2.102521,1.705137,1.733440,,1.641291,1.840790
2014-11-07,1.916153,0.919669,1.553469,2.854693,1.897645,2.121609,1.611721,0.979405,2.633500,2.062606,1.955554,2.107693,1.721032,1.728011,,1.649677,1.849377
2014-11-10,1.916671,0.911600,1.565287,2.862392,1.899194,2.107441,1.617487,1.004663,2.610061,2.040238,1.954613,2.105846,1.718245,1.718705,,1.651688,1.838643
2014-11-11,1.942398,0.917850,1.581049,2.923906,1.924025,2.146899,1.638898,0.991049,2.654591,2.074291,1.975141,2.139689,1.735687,1.742370,,1.664167,1.874064
2014-11-12,1.945527,0.918205,1.583497,2.984632,1.918621,2.152777,1.640644,0.987496,2.664964,2.086989,1.980267,2.150528,1.737238,1.731628,,1.662465,1.886944
2014-11-13,1.962054,0.927199,1.590626,2.996966,1.932862,2.195767,1.645043,0.986637,2.695815,2.097297,1.997142,2.180976,1.758331,1.740106,,1.675254,1.905191
2014-11-14,1.976290,0.939058,1.604758,3.073927,1.942652,2.200530,1.660726,0.982882,2.695558,2.106157,2.008885,2.205689,1.763010,1.745068,,1.683341,1.915924
2014-11-17,1.920948,0.911674,1.564907,2.987063,1.886463,2.149028,1.614990,0.959498,2.626722,2.039315,1.950247,2.138934,1.722124,1.694779,,1.644189,1.861184
2014-11-18,1.963387,0.933065,1.597034,3.010910,1.928360,2.212452,1.653784,0.968539,2.686310,2.068353,1.987376,2.195267,1.756006,1.734318,,1.670551,1.900897
2014-11-19,1.966502,0.941909,1.596424,3.031241,1.932893,2.219080,1.651353,0.966108,2.681831,2.053200,1.993725,2.203170,1.756384,1.741559,,1.672669,1.895531
2014-11-20,1.970173,0.921556,1.604240,2.983410,1.933604,2.232803,1.662656,0.979670,2.687740,2.047121,1.984774,2.223494,1.761770,1.755136,,1.677307,1.896604
2014-11-21,1.977763,0.926642,1.623167,2.998416,1.935213,2.245046,1.667359,1.004863,2.693375,2.050613,1.996330,2.224433,1.762764,1.755742,,1.682041,1.903044
2014-11-25,1.990490,0.919148,1.652043,2.973445,1.950905,2.225343,1.688687,1.014615,2.680359,2.027124,2.011414,2.243704,1.765584,1.759733,,1.696377,1.907337
2014-11-26,1.990119,0.921561,1.654912,2.903922,1.956091,2.211438,1.688002,0.998649,2.700972,2.029949,2.000533,2.246183,1.765413,1.756162,,1.702889,1.907337
2014-11-27,1.968482,0.905213,1.635752,2.845634,1.932941,2.191823,1.686610,0.980412,2.668289,2.013141,1.977018,2.219953,1.747615,1.744661,,1.684350,1.890164
2014-11-28,1.991795,0.919798,1.653045,2.887252,1.959078,2.210486,1.701051,0.934995,2.700835,2.037357,2.004983,2.251197,1.771702,1.757908,,1.698607,1.911631
2014-12-01,2.005421,0.927463,1.664508,2.919913,1.964762,2.227499,1.722023,0.915918,2.693456,2.063664,2.017610,2.279999,1.781968,1.771522,,1.703602,1.927731
2014-12-02,2.015140,0.934139,1.679128,2.915376,1.973989,2.223061,1.735931,0.937987,2.704205,2.077338,2.022236,2.288384,1.783987,1.781928,,1.711399,1.935245
2014-12-03,2.021496,0.931208,1.696471,2.920471,1.978973,2.232799,1.735847,0.935738,2.701472,2.083481,2.026723,2.293461,1.783595,1.787564,,1.717015,1.941685
2014-12-04,2.040701,0.930638,1.733539,2.893837,1.991977,2.230265,1.768090,0.951236,2.721884,2.094516,2.049955,2.314864,1.794503,1.802270,,1.729927,1.958858
2014-12-05,2.046706,0.931246,1.743173,2.912839,1.991790,2.229657,1.785980,0.945871,2.713092,2.119177,2.062358,2.317306,1.800780,1.821532,,1.736350,1.964225
2014-12-08,2.049176,0.923724,1.755488,2.904192,1.995003,2.234607,1.777058,0.943228,2.734077,2.120530,2.062042,2.317436,1.798046,1.818769,,1.740629,1.964225
2014-12-09,2.034108,0.928746,1.750127,2.894223,1.974847,2.238579,1.750163,0.932205,2.731354,2.113069,2.042559,2.295399,1.786457,1.802905,,1.729332,1.950271
2014-12-10,1.991649,0.923981,1.700584,2.826552,1.937764,2.198637,1.721192,0.933197,2.688718,2.065720,1.998578,2.235215,1.752253,1.767981,,1.694837,1.909484
2014-12-11,1.976487,0.920431,1.688890,2.793281,1.924358,2.178109,1.708732,0.922802,2.658516,2.034912,1.980851,2.224757,1.743881,1.752725,,1.680411,1.893384
2014-12-12,1.982793,0.932692,1.682925,2.807269,1.929826,2.186747,1.730965,0.915954,2.677461,2.042524,1.982063,2.232211,1.742244,1.768887,,1.676430,1.906264
2014-12-15,1.950471,0.910153,1.649223,2.752217,1.897451,2.194947,1.702878,0.919647,2.651740,2.009534,1.942241,2.186817,1.723723,1.746742,,1.645304,1.875137
2014-12-16,1.910823,0.899880,1.614174,2.694063,1.861122,2.138629,1.665130,0.901269,2.610477,1.967655,1.906604,2.139174,1.692318,1.708237,,1.608850,1.834350
2014-12-17,1.917785,0.905995,1.627826,2.684330,1.869657,2.116443,1.673616,0.919983,2.615817,1.983174,1.907607,2.147298,1.689075,1.710651,,1.615181,1.845083
2014-12-18,1.962149,0.917547,1.663511,2.720247,1.915919,2.177316,1.706563,0.951992,2.694085,2.023982,1.938141,2.204748,1.719825,1.745161,,1.640923,1.885871
2014-12-19,2.003260,0.933897,1.689547,2.824767,1.953709,2.226257,1.735841,0.968462,2.746590,2.045359,1.998606,2.259512,1.760552,1.782420,,1.680186,1.928804
2014-12-22,2.010038,0.931184,1.701934,2.851199,1.964028,2.220229,1.739446,1.024643,2.747544,2.048545,1.996409,2.258722,1.772127,1.774583,,1.700788,1.932024
2014-12-24,2.026603,0.937814,1.714670,2.847836,1.979216,2.259893,1.756575,1.017012,2.775614,2.057467,2.012275,2.277782,1.789519,1.791937,,1.707062,1.953491
2014-12-25,2.018425,0.924610,1.701147,2.839856,1.969815,2.268193,1.753498,1.012641,2.773068,2.057489,2.008834,2.263903,1.788380,1.792756,,1.701826,1.948125
2014-12-26,2.029236,0.947465,1.710228,2.882634,1.984344,2.245674,1.772630,1.008296,2.784774,2.060397,2.017307,2.270879,1.788469,1.802418,,1.709354,1.954565
2014-12-29,2.023276,0.960249,1.708810,2.865744,1.979387,2.243232,1.758197,1.000289,2.761359,2.049481,2.015839,2.259786,1.790327,1.794724,,1.708381,1.945978
2014-12-30,1.998685,0.942712,1.694162,2.830288,1.955670,2.219083,1.725985,0.997903,2.717966,2.017075,1.992121,2.235454,1.773967,1.764593,,1.694154,1.915924
2015-01-05,1.994923,0.942357,1.694262,2.816010,1.952661,2.213724,1.727007,0.984838,2.704433,2.030766,1.980434,2.225978,1.766344,1.763405,,1.684562,1.908411
2015-01-06,1.930987,0.917179,1.635234,2.733410,1.889057,2.153737,1.668769,0.942552,2.634048,1.975913,1.918747,2.150182,1.717624,1.712159,,1.635158,1.853670
2015-01-07,1.928991,0.907077,1.641367,2.725962,1.883552,2.164562,1.670988,0.926927,2.621660,1.978969,1.905356,2.151833,1.717182,1.724318,,1.632849,1.853670
2015-01-08,1.956311,0.914954,1.653886,2.735623,1.910380,2.201277,1.713384,0.931094,2.650927,2.046900,1.913987,2.186140,1.744982,1.760274,,1.651211,1.884797
2015-01-09,1.951300,0.916433,1.650171,2.736099,1.905357,2.197334,1.699533,0.930508,2.652315,2.045534,1.916989,2.174925,1.741308,1.756280,,1.647621,1.885871
2015-01-13,1.939128,0.913118,1.640441,2.736360,1.892282,2.197011,1.685181,0.911239,2.637215,2.065848,1.887991,2.158474,1.739749,1.750281,,1.641653,1.871917
2015-01-14,1.910062,0.906428,1.605069,2.703602,1.864301,2.191720,1.648873,0.894645,2.622658,2.035191,1.862513,2.123291,1.731511,1.723353,,1.617021,1.842937
2015-01-15,1.938280,0.920494,1.623984,2.719733,1.892311,2.233132,1.676595,0.913676,2.651307,2.081122,1.874900,2.162537,1.748813,1.760316,,1.630637,1.876210
2015-01-16,1.915160,0.919827,1.600936,2.705131,1.868528,2.194026,1.669337,0.910566,2.612604,2.053488,1.854718,2.133270,1.740414,1.737355,,1.620829,1.850450
2015-01-19,1.933858,0.928660,1.617279,2.683536,1.889897,2.228807,1.677704,0.925960,2.626385,2.084382,1.857084,2.161593,1.764016,1.761282,,1.642401,1.865477
2015-01-20,1.969017,0.944258,1.641867,2.730277,1.922306,2.274744,1.699819,0.947625,2.672455,2.121325,1.897015,2.211988,1.791668,1.794067,,1.668972,1.904117
2015-01-21,1.953557,0.934729,1.623374,2.696652,1.901474,2.272877,1.704301,0.950464,2.687095,2.106737,1.869973,2.197097,1.788986,1.795059,,1.657875,1.895531
2015-01-22,1.958109,0.928737,1.629532,2.677055,1.905997,2.295857,1.708693,0.963752,2.700703,2.110705,1.867424,2.199784,1.795245,1.792847,,1.669049,1.899824
2015-01-23,1.980547,0.938789,1.661974,2.683890,1.934124,2.289497,1.722750,0.972442,2.728148,2.104211,1.904047,2.215695,1.812147,1.805553,,1.684661,1.918071
2015-01-26,1.975143,0.935769,1.652415,2.649873,1.930935,2.302702,1.723189,0.961311,2.716369,2.106333,1.893583,2.205384,1.813531,1.819696,,1.676682,1.914851
2015-01-27,2.010612,0.968159,1.677421,2.688575,1.958693,2.360120,1.747037,0.962026,2.763983,2.170208,1.941234,2.244829,1.844445,1.854258,,1.702610,1.947051
2015-01-28,2.018449,0.981152,1.690205,2.692490,1.964567,2.383443,1.743682,0.955703,2.777405,2.188904,1.941451,2.251443,1.853878,1.854692,,1.707868,1.952418
2015-01-29,1.999034,0.978142,1.675619,2.642305,1.938568,2.365658,1.730419,0.942132,2.751160,2.204671,1.920204,2.231593,1.834500,1.847959,,1.691407,1.928804
2015-01-30,2.008603,0.987384,1.676420,2.620516,1.942544,2.400071,1.748207,0.946692,2.765703,2.245707,1.939048,2.232978,1.840749,1.855000,,1.698740,1.938465
2015-02-02,1.996126,0.963572,1.674461,2.605061,1.934687,2.348105,1.742181,0.945124,2.739015,2.257759,1.912825,2.220626,1.851591,1.836570,,1.691366,1.925584
2015-02-03,1.978701,0.945976,1.656286,2.573471,1.923533,2.302359,1.729355,0.992762,2.710064,2.226558,1.894479,2.203876,1.827580,1.799249,,1.685538,1.901971
2015-02-04,2.014421,0.959930,1.695134,2.633284,1.957841,2.334312,1.757905,1.011225,2.749917,2.247247,1.945189,2.234662,1.862688,1.808835,,1.714345,1.937391
2015-02-05,1.997116,0.948745,1.675042,2.652908,1.931072,2.312701,1.762090,0.988633,2.730513,2.219677,1.943550,2.220146,1.848547,1.786308,,1.715742,1.920218
2015-02-06,2.010742,0.955100,1.694194,2.726560,1.945616,2.304077,1.757770,1.012540,2.742661,2.251888,1.958458,2.228586,1.857469,1.786151,,1.731147,1.933098
